KO	Function Category Level 4	Gene Count
K02500	hisF; cyclase [EC:4.1.3.-]	0
K02501	hisH; glutamine amidotransferase [EC:2.4.2.-]	0
K02502	hisZ; ATP phosphoribosyltransferase regulatory subunit	0
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	0
K01745	E4.3.1.3, hutH; histidine ammonia-lyase [EC:4.3.1.3]	0
K01663	HIS7; glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-]	0
K00765	E2.4.2.17, hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	0
K00603	E2.1.2.5; glutamate formiminotransferase [EC:2.1.2.5]	0
K01814	E5.3.1.16, hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	0
K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	0
K01468	E3.5.2.7, hutI; imidazolonepropionase [EC:3.5.2.7]	0
K04486	E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]	0
K00546	E2.1.1.8, HNMT; histamine N-methyltransferase [EC:2.1.1.8]	0
K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	0
K01437	E3.5.1.15, ASPA; aspartoacylase [EC:3.5.1.15]	0
K01270	E3.4.13.3, pepD; aminoacylhistidine dipeptidase [EC:3.4.13.3]	0
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	0
K01496	hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	0
K00274	E1.4.3.4; monoamine oxidase [EC:1.4.3.4]	0
K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	0
K13990	FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	0
K01693	E4.2.1.19, hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	0
K01712	E4.2.1.49, hutU; urocanate hydratase [EC:4.2.1.49]	0
K01593	E4.1.1.28, DDC; aromatic-L-amino-acid decarboxylase [EC:4.1.1.28]	0
K01590	E4.1.1.22, HDC; histidine decarboxylase [EC:4.1.1.22]	0
K01458	E3.5.1.68; N-formylglutamate deformylase [EC:3.5.1.68]	0
K00599	E2.1.1.-;	0
K01479	E3.5.3.8, hutG; formiminoglutamase [EC:3.5.3.8]	0
K00492	E1.14.13.-;	0
K05602	E3.1.3.15; histidinol-phosphatase [EC:3.1.3.15]	0
K05603	E3.5.3.13; formimidoylglutamate deiminase [EC:3.5.3.13]	0
K05604	CNDP1; beta-Ala-His dipeptidase [EC:3.4.13.20]	0
K00149	ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	0
K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
K00129	E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	0
K14152	HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]	0
K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	0
K11182	ABP1, AOC1; diamine oxidase [EC:1.4.3.22]	0
K14755	CRNS1, ATPGD1; carnosine synthase [EC:6.3.2.11]	0
K01079	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	0
K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / spermine synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	0
K00998	E2.7.8.8, pssA; phosphatidylserine synthase [EC:2.7.8.8]	0
K01694	TRP; tryptophan synthase [EC:4.2.1.20]	0
K00281	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	0
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	0
K00836	E2.6.1.76, ectB; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	0
K01620	E4.1.2.5, ltaA; threonine aldolase [EC:4.1.2.5]	0
K00600	E2.1.2.1, glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	0
K00605	E2.1.2.10, gcvT; aminomethyltransferase [EC:2.1.2.10]	0
K00283	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	0
K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	0
K00831	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	0
K00872	E2.7.1.39A, thrB; homoserine kinase [EC:2.7.1.39]	0
K00314	E1.5.99.1; sarcosine dehydrogenase [EC:1.5.99.1]	0
K11440	gbsB; choline dehydrogenase [EC:1.1.1.1]	0
K00133	E1.2.1.11, asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
K00130	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	0
K02203	thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	0
K00050	E1.1.1.81, ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	0
K00544	BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	0
K00643	E2.3.1.37, ALAS; 5-aminolevulinate synthase [EC:2.3.1.37]	0
K00282	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]	0
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	0
K12526	lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]	0
K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	0
K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	0
K00542	GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2]	0
K06718	ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]	0
K00315	E1.5.99.2; dimethylglycine dehydrogenase [EC:1.5.99.2]	0
K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	0
K00108	E1.1.99.1, betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	0
K01752	E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]	0
K01753	dsdA; D-serine dehydratase [EC:4.3.1.18]	0
K01695	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]	0
K08688	E3.5.3.3; creatinase [EC:3.5.3.3]	0
K01697	E4.2.1.22, CBS; cystathionine beta-synthase [EC:4.2.1.22]	0
K01696	E4.2.1.20B, trpB; tryptophan synthase beta chain [EC:4.2.1.20]	0
K01758	E4.4.1.1; cystathionine gamma-lyase [EC:4.4.1.1]	0
K10674	ectD; ectoine hydroxylase [EC:1.14.11.-]	0
K00613	GATM; glycine amidinotransferase [EC:2.1.4.1]	0
K00827	AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]	0
K01733	E4.2.3.1, thrC; threonine synthase [EC:4.2.3.1]	0
K00928	E2.7.2.4, lysC; aspartate kinase [EC:2.7.2.4]	0
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	0
K02204	E2.7.1.39B, thrB; homoserine kinase type II [EC:2.7.1.39]	0
K00865	E2.7.1.31, glxK; glycerate kinase [EC:2.7.1.31]	0
K00274	E1.4.3.4; monoamine oxidase [EC:1.4.3.4]	0
K00060	E1.1.1.103, tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	0
K00276	E1.4.3.21, AOC2, AOC3, tynA; primary-amine oxidase [EC:1.4.3.21]	0
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	0
K00499	E1.14.15.7; choline monooxygenase [EC:1.14.15.7]	0
K00273	E1.4.3.3, DAO; D-amino-acid oxidase [EC:1.4.3.3]	0
K00304	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]	0
K00305	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]	0
K12972	ghrA; gyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81]	0
K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	0
K00301	E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]	0
K00302	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]	0
K00303	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]	0
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0
K00552	GNMT; glycine N-methyltransferase [EC:2.1.1.20]	0
K06720	ectC; L-ectoine synthase [EC:4.2.1.108]	0
K06001	E4.2.1.20BB, trpB; tryptophan synthase beta chain [EC:4.2.1.20]	0
K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	0
K12235	SRR; serine racemase [EC:5.1.1.18]	0
K00639	E2.3.1.29, kbl; glycine C-acetyltransferase [EC:2.3.1.29]	0
K00899	mtnK; 5-methylthioribose kinase [EC:2.7.1.100]	0
K01740	E2.5.1.49, metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	0
K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / spermine synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	0
K05396	dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]	0
K01244	MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]	0
K10764	metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	0
K01243	mtnN, mtn, pfs; S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9]	0
K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	0
K00811	E2.6.1.1; aspartate aminotransferase [EC:2.6.1.1]	0
K00812	E2.6.1.1A, aspB; aspartate aminotransferase [EC:2.6.1.1]	0
K00813	E2.6.1.1B, aspC; aspartate aminotransferase [EC:2.6.1.1]	0
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	0
K00815	TAT; tyrosine aminotransferase [EC:2.6.1.5]	0
K01761	E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]	0
K01760	metC; cystathionine beta-lyase [EC:4.4.1.8]	0
K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]	0
K00838	ARO8; aromatic amino acid aminotransferase I [EC:2.6.1.57 2.6.1.27 2.6.1.5]	0
K05884	E1.1.1.272; (R)-2-hydroxyacid dehydrogenase [EC:1.1.1.272]	0
K05933	E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	0
K00133	E1.2.1.11, asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	0
K12526	lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]	0
K09880	mtnC, ENOPH1; enolase-phosphatase E1 [EC:3.1.3.77]	0
K00641	E2.3.1.31, metX; homoserine O-acetyltransferase [EC:2.3.1.31]	0
K00640	E2.3.1.30, cysE; serine O-acetyltransferase [EC:2.3.1.30]	0
K00547	E2.1.1.10, mmuM; homocysteine S-methyltransferase [EC:2.1.1.10]	0
K00544	BHMT; betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	0
K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	0
K07173	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]	0
K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	0
K01251	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	0
K00789	E2.5.1.6, metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	0
K01450	def; formylmethionine deformylase [EC:3.5.1.31]	0
K01697	E4.2.1.22, CBS; cystathionine beta-synthase [EC:4.2.1.22]	0
K00548	E2.1.1.13, metH; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0
K00549	E2.1.1.14, metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0
K08968	E1.8.4.14; methionine (R)-S-oxide reductase [EC:1.8.4.14]	0
K08969	mtnE, mtnV; aminotransferase [EC:2.6.1.-]	0
K01752	E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]	0
K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]	0
K08965	mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:3.1.3.77]	0
K08966	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.77]	0
K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	0
K01758	E4.4.1.1; cystathionine gamma-lyase [EC:4.4.1.1]	0
K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	0
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	0
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	0
K00772	E2.4.2.28, mtaP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0
K01611	E4.1.1.50, speD; S-adenosylmethionine decarboxylase [EC:4.1.1.50]	0
K00928	E2.7.2.4, lysC; aspartate kinase [EC:2.7.2.4]	0
K14455	GOT2; aspartate aminotransferase, mitchondrial [EC:2.6.1.1]	0
K00802	SMS; spermine synthase [EC:2.5.1.22]	0
K01738	cysK; cysteine synthase A [EC:2.5.1.47]	0
K01739	E2.5.1.48, metB; cystathionine gamma-synthase [EC:2.5.1.48]	0
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	0
K05395	E1.8.1.6; cystine reductase [EC:1.8.1.6]	0
K00651	metA; homoserine O-succinyltransferase [EC:2.3.1.46]	0
K14155	patB, malY; cystathione beta-lyase [EC:4.4.1.8]	0
K00456	E1.13.11.20, CDO1; cysteine dioxygenase [EC:1.13.11.20]	0
K00797	E2.5.1.16, SRM, speE; spermidine synthase [EC:2.5.1.16]	0
K09758	E4.1.1.12; aspartate 4-decarboxylase [EC:4.1.1.12]	0
K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]	0
K12339	cysM; cysteine synthase B [EC:2.5.1.47]	0
K00388	E1.8.4.13; methionine (S)-S-oxide reductase [EC:1.8.4.13]	0
K00558	E2.1.1.37, DNMT, dcm; DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37]	0
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	0
K09011	cimA; D-citramalate synthase [EC:2.3.1.182]	0
K01687	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]	0
K01870	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	0
K01873	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	0
K00835	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]	0
K01704	leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	0
K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	0
K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]	0
K00263	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	0
K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	0
K01702	LEU1; 3-isopropylmalate dehydratase [EC:4.2.1.33]	0
K00052	E1.1.1.85, leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	0
K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	0
K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	0
K11258	ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]	0
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	0
K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	0
K01869	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	0
K00161	PDHA, pdhA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]	0
K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]	0
K00163	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	0
K01649	E2.3.3.13, leuA; 2-isopropylmalate synthase [EC:2.3.3.13]	0
K01914	asnA; aspartate--ammonia ligase [EC:6.3.1.1]	0
K01744	aspA; aspartate ammonia-lyase [EC:4.3.1.1]	0
K01940	E6.3.4.5, argG; argininosuccinate synthase [EC:6.3.4.5]	0
K00811	E2.6.1.1; aspartate aminotransferase [EC:2.6.1.1]	0
K00812	E2.6.1.1A, aspB; aspartate aminotransferase [EC:2.6.1.1]	0
K00813	E2.6.1.1B, aspC; aspartate aminotransferase [EC:2.6.1.1]	0
K00814	GPT, ALT; alanine transaminase [EC:2.6.1.2]	0
K01939	E6.3.4.4, purA; adenylosuccinate synthase [EC:6.3.4.4]	0
K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	0
K01915	E6.3.1.2, glnA; glutamine synthetase [EC:6.3.1.2]	0
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0
K00608	pyrBI; aspartate carbamoyltransferase [EC:2.1.3.2]	0
K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	0
K01424	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	0
K01425	E3.5.1.2, glsA; glutaminase [EC:3.5.1.2]	0
K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	0
K00135	E1.2.1.16, gabD; succinate-semialdehyde dehydrogenase (NADP+) [EC:1.2.1.16]	0
K00260	E1.4.1.2; glutamate dehydrogenase [EC:1.4.1.2]	0
K14455	GOT2; aspartate aminotransferase, mitchondrial [EC:2.6.1.1]	0
K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	0
K00265	gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	0
K00264	GLT1; glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]	0
K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	0
K01954	K01954; carbamoyl-phosphate synthase [EC:6.3.5.5]	0
K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0
K01953	E6.3.5.4, asnB; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	0
K00139	E1.2.1.24; succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	0
K11540	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]	0
K11541	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]	0
K00820	E2.6.1.16, glmS; glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	0
K01755	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	0
K01756	E4.3.2.2, purB; adenylosuccinate lyase [EC:4.3.2.2]	0
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	0
K00261	E1.4.1.3; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	0
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	0
K00827	AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]	0
K01779	E5.1.1.13; aspartate racemase [EC:5.1.1.13]	0
K09758	E4.1.1.12; aspartate 4-decarboxylase [EC:4.1.1.12]	0
K05597	E3.5.1.38; glutamin-(asparagin-)ase [EC:3.5.1.38]	0
K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0
K01437	E3.5.1.15, ASPA; aspartoacylase [EC:3.5.1.15]	0
K00266	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	0
K13524	ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	0
K01948	CPS1; carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]	0
K00272	DDO; D-aspartate oxidase [EC:1.4.3.1]	0
K00610	pyrI; aspartate carbamoyltransferase regulatory subunit	0
K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]	0
K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	0
K00259	ald; alanine dehydrogenase [EC:1.4.1.1]	0
K14681	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	0
K13566	NIT2; omega-amidase [EC:3.5.1.3]	0
K13821	putA; proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.99.8 1.5.1.12]	0
K00294	E1.5.1.12; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.1.12]	0
K00764	E2.4.2.14, purF; amidophosphoribosyltransferase [EC:2.4.2.14]	0
K01580	E4.1.1.15, gadB; glutamate decarboxylase [EC:4.1.1.15]	0
K00186	vorA; 2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]	0
K00187	vorB; 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]	0
K00167	E1.2.4.4B, bkdA2; 2-oxoisovalerate dehydrogenase E1 component, beta subunit [EC:1.2.4.4]	0
K11410	acdH; short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]	0
K00822	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	0
K11538	ACAD8; isobutyryl-CoA dehydrogenase [EC:1.3.99.-]	0
K00188	vorD; 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]	0
K11381	E1.2.4.4C, bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	0
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	0
K01640	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	0
K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	0
K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0
K00263	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	0
K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]	0
K05607	AUH; methylglutaconyl-CoA hydratase [EC:4.2.1.18]	0
K00157	E1.2.3.1, AOX1; aldehyde oxidase [EC:1.2.3.1]	0
K07509	HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]	0
K07508	ACAA2; acetyl-CoA acyltransferase 2 [EC:2.3.1.16]	0
K00249	E1.3.99.3, ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.99.3]	0
K00248	E1.3.99.2, bcd; butyryl-CoA dehydrogenase [EC:1.3.99.2]	0
K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	0
K11942	E5.4.99.2; methylmalonyl-CoA mutase [EC:5.4.99.2]	0
K01027	OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]	0
K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]	0
K01641	E2.3.3.10, pksG; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	0
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	0
K01028	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	0
K01692	E4.2.1.17, paaG; enoyl-CoA hydratase [EC:4.2.1.17]	0
K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3]	0
K01965	PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	0
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	0
K01848	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	0
K01849	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	0
K07511	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]	0
K01029	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	0
K00189	vorG; 2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]	0
K00632	E2.3.1.16, fadA; acetyl-CoA acyltransferase [EC:2.3.1.16]	0
K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	0
K13524	ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	0
K00140	E1.2.1.27, mmsA, iolA; methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.27]	0
K05606	MCEE; methylmalonyl-CoA epimerase [EC:5.1.99.1]	0
K09478	ACADSB; short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]	0
K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	0
K09699	E2.3.1.168, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	0
K00166	E1.2.4.4A, bkdA1; 2-oxoisovalerate dehydrogenase E1 component, alpha subunit [EC:1.2.4.4]	0
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	0
K00149	ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	0
K00020	E1.1.1.31, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	0
K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
K13766	liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]	0
K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	0
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0
K00253	E1.3.99.10, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.99.10]	0
K07513	ACAA1; acetyl-CoA acyltransferase 1 [EC:2.3.1.16]	0
