COGID	Function	Gene Count
COG1345	Flagellar capping protein	0
COG5571	Autotransporter protein or domain, integral membrane beta-barrel involved in protein secretion	0
COG5555	Cytolysin, a secreted calcineurin-like phosphatase	0
COG3225	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	0
COG3190	Flagellar biogenesis protein	0
COG1815	Flagellar basal body protein	0
COG5443	Flagellar biosynthesis regulator FlbT	0
COG5442	Flagellar biosynthesis regulator FlaF	0
COG5603	Subunit of TRAPP, an ER-Golgi tethering complex	0
COG5461	Type IV pili component	0
COG1681	Archaeal flagellins	0
COG4786	Flagellar basal body rod protein	0
COG1706	Flagellar basal-body P-ring protein	0
COG1256	Flagellar hook-associated protein	0
COG1406	Predicted inhibitor of MCP methylation, homolog of CheC	0
COG5651	PPE-repeat proteins	0
COG3144	Flagellar hook-length control protein	0
COG5491	Conserved protein implicated in secretion	0
COG5567	Predicted small periplasmic lipoprotein	0
COG1749	Flagellar hook protein FlgE	0
COG1580	Flagellar basal body-associated protein	0
COG1582	Uncharacterized protein, possibly involved in motility	0
COG1334	Uncharacterized flagellar protein FlaG	0
COG1724	Predicted periplasmic or secreted lipoprotein	0
COG4787	Flagellar basal body rod protein	0
COG3352	Putative archaeal flagellar protein C	0
COG5492	Bacterial surface proteins containing Ig-like domains	0
COG3354	Putative archaeal flagellar protein G	0
COG3353	Putative archaeal flagellar protein F	0
COG1291	Flagellar motor component	0
COG3351	Putative archaeal flagellar protein D/E	0
COG2063	Flagellar basal body L-ring protein	0
COG1419	Flagellar GTP-binding protein	0
COG1843	Flagellar hook capping protein	0
COG1536	Flagellar motor switch protein	0
COG1868	Flagellar motor switch protein	0
COG3914	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	0
COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component	0
COG0459	Chaperonin GroEL (HSP60 family)	35
COG0071	Molecular chaperone (small heat shock protein)	0
COG1025	Secreted/periplasmic Zn-dependent peptidases, insulinase-like	0
COG0326	Molecular chaperone, HSP90 family	0
COG5131	Ubiquitin-like protein	0
COG0450	Peroxiredoxin	0
COG0606	Predicted ATPase with chaperone activity	0
COG0602	Organic radical activating enzymes	0
COG1975	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	0
COG1220	ATP-dependent protease HslVU (ClpYQ), ATPase subunit	0
COG1730	Predicted prefoldin, molecular chaperone implicated in de novo protein folding	0
COG1225	Peroxiredoxin	0
COG1973	Hydrogenase maturation factor	0
COG3555	Aspartyl/asparaginyl beta-hydroxylase and related dioxygenases	0
COG5533	Ubiquitin C-terminal hydrolase	0
COG5536	Protein prenyltransferase, alpha subunit	0
COG5539	Predicted cysteine protease (OTU family)	0
COG5664	Predicted secreted Zn-dependent protease	0
COG2386	ABC-type transport system involved in cytochrome c biogenesis, permease component	0
COG1030	Membrane-bound serine protease (ClpP class)	0
COG0443	Molecular chaperone	0
COG0330	Membrane protease subunits, stomatin/prohibitin homologs	0
COG1404	Subtilisin-like serine proteases	0
COG2020	Putative protein-S-isoprenylcysteine methyltransferase	0
COG2999	Glutaredoxin 2	0
COG0638	20S proteasome, alpha and beta subunits	0
COG2994	ACP:hemolysin acyltransferase (hemolysin-activating protein)	0
COG1333	ResB protein required for cytochrome c biosynthesis	0
COG1331	Highly conserved protein containing a thioredoxin domain	0
COG5243	HRD ubiquitin ligase complex, ER membrane component	0
COG5574	RING-finger-containing E3 ubiquitin ligase	0
COG5029	Prenyltransferase, beta subunit	0
COG4235	Cytochrome c biogenesis factor	0
COG5640	Secreted trypsin-like serine protease	0
COG2518	Protein-L-isoaspartate carboxylmethyltransferase	0
COG0309	Hydrogenase maturation factor	0
COG4870	Cysteine protease	0
COG2192	Predicted carbamoyl transferase, NodU family	0
COG0533	Metal-dependent proteases with possible chaperone activity	0
COG2844	UTP:GlnB (protein PII) uridylyltransferase	0
COG5405	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	0
COG1651	Protein-disulfide isomerase	0
COG5159	26S proteasome regulatory complex component	0
COG0386	Glutathione peroxidase	0
COG0435	Predicted glutathione S-transferase	0
COG0625	Glutathione S-transferase	0
COG1222	ATP-dependent 26S proteasome regulatory subunit	0
COG2039	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)	0
COG4545	Glutaredoxin-related protein	0
COG5550	Predicted aspartyl protease	0
COG3531	Predicted protein-disulfide isomerase	0
COG0234	Co-chaperonin GroES (HSP10)	0
COG3634	Alkyl hydroperoxide reductase, large subunit	0
COG0542	ATPases with chaperone activity, ATP-binding subunit	5
COG0545	FKBP-type peptidyl-prolyl cis-trans isomerases 1	0
COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	0
COG5380	Lipase chaperone	0
COG5387	Chaperone required for the assembly of the mitochondrial F1-ATPase	0
COG0785	Cytochrome c biogenesis protein	0
COG5148	26S proteasome regulatory complex, subunit RPN10/PSMD4	0
COG0396	ABC-type transport system involved in Fe-S cluster assembly, ATPase component	0
COG0425	Predicted redox protein, regulator of disulfide bond formation	0
COG5140	Ubiquitin fusion-degradation protein	0
COG5201	SCF ubiquitin ligase, SKP1 component	0
COG3278	Cbb3-type cytochrome oxidase, subunit 1	0
COG4745	Predicted membrane-bound mannosyltransferase	0
COG5265	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	0
COG5264	Vacuolar transporter chaperone	0
COG1397	ADP-ribosylglycohydrolase	0
COG5540	RING-finger-containing ubiquitin ligase	0
COG5541	Vesicle coat complex COPI, zeta subunit	0
COG4133	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	0
COG3526	Uncharacterized protein conserved in bacteria	0
COG0229	Conserved domain frequently associated with peptide methionine sulfoxide reductase	0
COG0225	Peptide methionine sulfoxide reductase	0
COG5071	26S proteasome regulatory complex component	0
COG0719	ABC-type transport system involved in Fe-S cluster assembly, permease component	0
COG0555	ABC-type sulfate transport system, permease component	0
COG5077	Ubiquitin carboxyl-terminal hydrolase	0
COG5078	Ubiquitin-protein ligase	0
COG5272	Ubiquitin	0
COG2332	Cytochrome c-type biogenesis protein CcmE	0
COG3751	Predicted proline hydroxylase	0
COG5110	26S proteasome regulatory complex component	0
COG5647	Cullin, a subunit of E3 ubiquitin ligase	0
COG3118	Thioredoxin domain-containing protein	0
COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	0
COG1067	Predicted ATP-dependent protease	0
COG1066	Predicted ATP-dependent serine protease	0
COG4759	Uncharacterized protein conserved in bacteria containing thioredoxin-like domain	0
COG0492	Thioredoxin reductase	0
COG3058	Uncharacterized protein involved in formate dehydrogenase formation	0
COG2077	Peroxiredoxin	0
COG3590	Predicted metalloendopeptidase	0
COG1382	Prefoldin, chaperonin cofactor	0
COG1138	Cytochrome c biogenesis factor	0
COG5021	Ubiquitin-protein ligase	0
COG0278	Glutaredoxin-related protein	0
COG1370	Prefoldin, molecular chaperone implicated in de novo protein folding, alpha subunit	0
COG3823	Glutamine cyclotransferase	0
COG5549	Predicted Zn-dependent protease	0
COG5044	RAB proteins geranylgeranyltransferase component A (RAB escort protein)	0
COG5046	Protein involved in Mod5 protein sorting	0
COG4846	Membrane protein involved in cytochrome C biogenesis	0
COG0678	Peroxiredoxin	0
COG0409	Hydrogenase maturation factor	0
COG1764	Predicted redox protein, regulator of disulfide bond formation	0
COG1765	Predicted redox protein, regulator of disulfide bond formation	0
COG5560	Ubiquitin C-terminal hydrolase	0
COG0830	Urease accessory protein UreF	0
COG2143	Thioredoxin-related protein	0
COG2214	DnaJ-class molecular chaperone	0
COG1076	DnaJ-domain-containing proteins 1	0
COG1928	Dolichyl-phosphate-mannose--protein O-mannosyl transferase	0
COG0760	Parvulin-like peptidyl-prolyl isomerase	0
COG3187	Heat shock protein	0
COG5494	Predicted thioredoxin/glutaredoxin	0
COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	0
COG5207	Isopeptidase T	0
COG5206	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8	0
COG4070	Predicted peptidyl-prolyl cis-trans isomerase (rotamase), cyclophilin family	0
COG5113	Ubiquitin fusion degradation protein 2	0
COG5661	Predicted secreted Zn-dependent protease	0
COG4934	Predicted protease	0
COG4935	Regulatory P domain of the subtilisin-like proprotein convertases and other proteases	0
COG5116	26S proteasome regulatory complex component	0
COG4930	Predicted ATP-dependent Lon-type protease	0
COG0576	Molecular chaperone GrpE (heat shock protein)	0
COG5054	Mitochondrial sulfhydryl oxidase involved in the biogenesis of cytosolic Fe/S proteins	0
COG0109	Polyprenyltransferase (cytochrome oxidase assembly factor)	0
COG1899	Deoxyhypusine synthase	0
COG5656	Importin, protein involved in nuclear import	0
COG0826	Collagenase and related proteases	0
COG5596	Mitochondrial import inner membrane translocase, subunit TIM22	0
COG0829	Urease accessory protein UreH	0
COG1612	Uncharacterized protein required for cytochrome oxidase assembly	0
COG0068	Hydrogenase maturation factor	0
COG1047	FKBP-type peptidyl-prolyl cis-trans isomerases 2	0
COG4736	Cbb3-type cytochrome oxidase, subunit 3	0
COG1495	Disulfide bond formation protein DsbB	0
COG5160	Protease, Ulp1 family	0
COG1281	Disulfide bond chaperones of the HSP33 family	0
COG2360	Leu/Phe-tRNA-protein transferase	0
COG3175	Cytochrome oxidase assembly factor	0
COG3088	Uncharacterized protein involved in biosynthesis of c-type cytochromes	0
COG4346	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase	0
COG4067	Uncharacterized protein conserved in archaea	0
COG0464	ATPases of the AAA+ class	0
COG0465	ATP-dependent Zn proteases	0
COG0466	ATP-dependent Lon protease, bacterial type	0
COG2935	Putative arginyl-tRNA:protein arginylyltransferase	0
COG0695	Glutaredoxin and related proteins	0
COG0694	Thioredoxin-like proteins and domains	0
COG1180	Pyruvate-formate lyase-activating enzyme	0
COG0691	tmRNA-binding protein	0
COG2377	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases	0
COG5227	Ubiquitin-like protein (sentrin)	0
COG0298	Hydrogenase maturation factor	0
COG1219	ATP-dependent protease Clp, ATPase subunit	0
COG2370	Hydrogenase/urease accessory protein	0
COG2371	Urease accessory protein UreE	0
COG1214	Inactive homolog of metal-dependent proteases, putative molecular chaperone	0
COG4826	Serine protease inhibitor	0
COG5580	Activator of HSP90 ATPase	0
COG0501	Zn-dependent protease with chaperone function	0
COG5504	Predicted Zn-dependent protease	0
COG3484	Predicted proteasome-type protease	0
COG5187	26S proteasome regulatory complex component, contains PCI domain	0
COG0265	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	0
COG5100	Nuclear pore protein	0
COG4952	Predicted sugar isomerase	0
COG4953	Membrane carboxypeptidase/penicillin-binding protein PbpC	0
COG0750	Predicted membrane-associated Zn-dependent proteases 1	0
COG4571	Outer membrane protease	0
COG1346	Putative effector of murein hydrolase	0
COG0682	Prolipoprotein diacylglyceryltransferase	0
COG2980	Rare lipoprotein B	0
COG2982	Uncharacterized protein involved in outer membrane biogenesis	0
COG3017	Outer membrane lipoprotein involved in outer membrane biogenesis	0
COG2885	Outer membrane protein and related peptidoglycan-associated (lipo)proteins	0
COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	0
COG3307	Lipid A core - O-antigen ligase and related enzymes	0
COG0510	Predicted choline kinase involved in LPS biosynthesis	0
COG1970	Large-conductance mechanosensitive channel	0
COG3713	Outer membrane protein V	0
COG3203	Outer membrane protein (porin)	0
COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	0
COG3209	Rhs family protein	0
COG2891	Cell shape-determining protein	0
COG1876	D-alanyl-D-alanine carboxypeptidase	0
COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	0
COG3659	Carbohydrate-selective porin	0
COG2834	Outer membrane lipoprotein-sorting protein	0
COG0357	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division	0
COG5632	N-acetylmuramoyl-L-alanine amidase	0
COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	0
COG0729	Outer membrane protein	0
COG2853	Surface lipoprotein	0
COG3967	Short-chain dehydrogenase involved in D-alanine esterification of lipoteichoic acid and wall teichoic acid (D-alanine transfer protein)	0
COG5009	Membrane carboxypeptidase/penicillin-binding protein	0
COG2027	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4)	0
COG4238	Murein lipoprotein	0
COG3770	Murein endopeptidase	0
COG4750	CTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epitopes	0
COG5520	O-Glycosyl hydrolase	0
COG0791	Cell wall-associated hydrolases (invasion-associated proteins)	0
COG3757	Lyzozyme M1 (1,4-beta-N-acetylmuramidase)	0
COG2821	Membrane-bound lytic murein transglycosylase	0
COG2825	Outer membrane protein	0
COG1247	Sortase and related acyltransferases	0
COG0739	Membrane proteins related to metalloendopeptidases	0
COG2843	Putative enzyme of poly-gamma-glutamate biosynthesis (capsule formation)	0
COG0381	UDP-N-acetylglucosamine 2-epimerase	0
COG2247	Putative cell wall-binding domain	0
COG1087	UDP-glucose 4-epimerase	0
COG3137	Putative salt-induced outer membrane protein	0
COG1083	CMP-N-acetylneuraminic acid synthetase	0
COG0438	Glycosyltransferase	0
COG1089	GDP-D-mannose dehydratase	0
COG1088	dTDP-D-glucose 4,6-dehydratase	0
COG3562	Capsule polysaccharide export protein	0
COG0860	N-acetylmuramoyl-L-alanine amidase	0
COG4775	Outer membrane protein/protective antigen OMA87	0
COG3264	Small-conductance mechanosensitive channel	0
COG2829	Outer membrane phospholipase A	0
COG3980	Spore coat polysaccharide biosynthesis protein, predicted glycosyltransferase	0
COG3637	Opacity protein and related surface antigens	0
COG3955	Exopolysaccharide biosynthesis protein	0
COG2870	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	0
COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	0
COG5386	Cell surface protein	0
COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	0
COG0787	Alanine racemase	0
COG1091	dTDP-4-dehydrorhamnose reductase	0
COG5434	Endopolygalacturonase	0
COG1664	Integral membrane protein CcmA involved in cell shape determination	0
COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	0
COG2335	Secreted and surface protein containing fasciclin-like repeats	0
COG0859	ADP-heptose:LPS heptosyltransferase	0
COG3049	Penicillin V acylase and related amidases	0
COG4623	Predicted soluble lytic transglycosylase fused to an ABC-type amino acid-binding protein	0
COG3047	Outer membrane protein W	0
COG4092	Predicted glycosyltransferase involved in capsule biosynthesis	0
COG1663	Tetraacyldisaccharide-1-P 4'-kinase	0
COG3040	Bacterial lipocalin	0
COG3524	Capsule polysaccharide export protein	0
COG2230	Cyclopropane fatty acid synthase and related methyltransferases	0
COG3966	Protein involved in D-alanine esterification of lipoteichoic acid and wall teichoic acid (D-alanine transfer protein)	0
COG1794	Aspartate racemase	0
COG1792	Cell shape-determining protein	0
COG5597	Alpha-N-acetylglucosamine transferase	0
